Driving_License,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Age_group
1,1,0,0,2630.0,152.0,86,0,2
1,0,0,1,54964.0,124.0,181,1,2
1,0,1,1,43684.0,125.0,23,0,3
1,0,1,1,35416.0,25.0,178,0,2
1,1,1,0,2630.0,122.0,193,0,2
1,0,1,1,2630.0,26.0,48,1,2
1,0,1,1,49424.0,124.0,204,0,3
1,0,1,1,2630.0,154.0,275,1,3
1,1,0,0,27440.0,152.0,87,0,1
1,0,1,1,2630.0,55.0,193,0,2
1,1,1,0,29074.0,124.0,138,0,2
1,0,1,0,2630.0,26.0,130,0,2
1,0,1,1,28447.0,26.0,163,0,3
1,1,1,0,37535.0,55.0,136,0,3
1,0,1,1,39263.0,26.0,251,0,3
1,0,1,1,37557.0,152.0,31,0,3
1,0,1,1,34102.0,122.0,163,0,2
1,1,1,0,28362.0,124.0,174,0,2
1,0,2,1,39152.0,26.0,180,0,2
1,0,0,1,37661.0,152.0,245,0,2
1,1,0,0,54399.0,152.0,164,0,2
1,0,1,1,33930.0,122.0,37,0,2
1,1,1,0,36941.0,124.0,123,0,2
1,1,1,0,36511.0,124.0,186,0,2
1,0,1,1,30808.0,124.0,249,0,2
1,0,1,1,34636.0,13.0,284,0,2
1,0,1,1,71522.0,124.0,142,0,2
1,0,1,1,2630.0,124.0,70,0,2
1,1,0,0,37338.0,152.0,290,0,1
1,0,1,1,43735.0,124.0,87,0,2
1,1,1,0,2630.0,152.0,154,0,2
1,0,1,1,32155.0,124.0,70,0,2
1,1,0,0,2630.0,160.0,286,0,2
1,1,0,0,22377.0,152.0,76,0,2
1,1,1,0,29364.0,11.0,242,0,2
1,0,1,1,46471.0,8.0,228,0,4
1,0,1,0,49392.0,124.0,35,0,3
1,1,1,0,33257.0,152.0,272,0,2
1,1,0,0,49324.0,152.0,170,0,2
1,1,1,0,45976.0,152.0,131,0,2
1,1,1,0,2630.0,152.0,136,0,2
1,0,1,1,47686.0,124.0,267,0,3
1,1,0,0,27099.0,152.0,237,0,1
1,0,1,1,52353.0,124.0,136,0,4
1,0,1,1,38115.0,124.0,289,0,3
1,1,1,0,45179.0,26.0,191,0,2
1,1,1,0,2630.0,124.0,275,0,2
1,0,1,1,27640.0,124.0,299,0,2
1,0,1,1,32795.0,26.0,95,1,2
1,1,0,0,25380.0,152.0,256,0,1
1,1,1,0,2630.0,120.0,144,0,3
1,0,1,1,32440.0,124.0,186,1,2
1,0,1,1,42834.0,124.0,109,0,3
1,0,0,1,35229.0,152.0,111,0,1
1,1,0,0,66868.0,152.0,270,0,1
1,0,1,1,47758.0,26.0,57,0,3
1,0,1,1,31817.0,124.0,39,0,2
1,0,1,1,61442.0,26.0,146,1,3
1,0,1,1,47230.0,26.0,287,0,3
1,0,1,1,25397.0,26.0,175,0,3
1,1,0,0,43885.0,152.0,226,0,1
1,0,2,1,44902.0,26.0,289,1,3
1,0,1,0,43245.0,124.0,77,0,2
1,0,0,1,22863.0,152.0,126,0,1
1,0,0,1,29907.0,151.0,173,0,1
1,1,0,0,34731.0,152.0,102,0,1
1,1,1,0,2630.0,26.0,12,0,2
1,0,1,1,36203.0,3.0,232,0,2
1,0,0,1,2630.0,152.0,271,0,1
0,0,1,1,2630.0,26.0,282,0,3
1,1,0,0,2630.0,152.0,193,0,2
1,0,1,1,2630.0,26.0,149,0,3
1,0,0,1,29118.0,152.0,189,0,2
1,0,0,0,34390.0,160.0,82,0,1
1,0,1,1,36196.0,26.0,291,1,2
1,1,1,0,44767.0,30.0,34,0,3
1,0,1,1,32485.0,26.0,19,1,3
1,1,0,0,39745.0,152.0,257,0,1
1,1,0,0,39714.0,152.0,244,0,1
1,1,0,0,28591.0,152.0,155,0,1
1,1,1,0,35278.0,124.0,165,0,2
1,1,0,0,2630.0,152.0,163,0,2
1,1,0,0,31325.0,152.0,222,0,2
1,0,1,1,2630.0,152.0,298,0,2
1,0,1,1,47958.0,124.0,113,0,2
1,0,0,1,35692.0,152.0,126,0,1
1,0,1,1,32762.0,124.0,241,0,2
1,1,0,0,28103.0,152.0,147,0,1
1,1,0,0,29091.0,152.0,273,0,1
1,0,0,0,23849.0,152.0,31,0,2
1,0,1,1,2630.0,124.0,234,0,2
1,0,0,0,46968.0,152.0,286,0,2
1,1,0,0,2630.0,160.0,193,0,2
1,0,1,1,32761.0,10.0,237,1,2
1,1,0,0,27404.0,152.0,211,0,1
1,0,1,1,58863.0,26.0,138,0,3
1,0,1,1,28883.0,124.0,128,0,2
1,1,0,0,27669.0,152.0,170,0,1
1,1,0,0,38993.0,152.0,49,0,1
1,0,1,1,2630.0,156.0,222,0,2
1,0,1,1,48100.0,26.0,59,0,3
1,1,0,0,37309.0,152.0,189,0,1
1,1,0,0,30129.0,152.0,228,0,2
1,1,0,0,35335.0,152.0,124,0,2
1,0,1,1,31545.0,124.0,39,0,2
1,1,1,0,2630.0,26.0,170,0,2
1,1,0,0,31875.0,152.0,292,0,2
1,0,1,1,45136.0,26.0,255,0,2
1,0,1,1,53434.0,26.0,271,0,3
1,0,1,1,27012.0,26.0,128,0,4
1,0,0,1,52812.0,152.0,118,0,2
1,0,1,1,24135.0,26.0,209,1,2
1,1,0,0,26897.0,152.0,299,0,1
1,0,1,1,29864.0,152.0,152,0,2
1,1,0,0,35905.0,152.0,251,0,1
1,1,0,0,30953.0,152.0,98,0,1
1,0,1,1,58839.0,25.0,77,0,3
1,0,1,1,2630.0,156.0,227,1,2
1,0,1,1,25957.0,124.0,189,1,2
1,1,0,0,33513.0,152.0,148,0,1
1,0,0,1,32247.0,160.0,203,0,1
1,1,1,0,48352.0,26.0,195,0,2
1,0,1,1,59312.0,26.0,167,0,2
1,1,1,0,44792.0,26.0,19,0,2
1,0,1,1,2630.0,156.0,114,1,2
1,1,0,0,37154.0,152.0,195,0,1
1,1,1,0,35350.0,152.0,59,0,3
1,1,0,0,23693.0,152.0,282,0,2
1,0,0,1,21521.0,152.0,238,0,1
1,1,0,0,39765.0,152.0,197,0,1
1,0,0,1,33970.0,152.0,84,0,2
1,0,1,1,47610.0,122.0,117,1,2
1,1,1,0,46622.0,124.0,101,0,2
1,0,2,1,38748.0,26.0,287,0,3
1,1,0,0,27295.0,152.0,124,0,1
1,0,1,1,37702.0,26.0,112,0,3
1,0,1,1,49643.0,122.0,275,0,2
1,0,1,1,44263.0,26.0,234,0,2
1,1,0,0,29952.0,152.0,130,0,1
1,1,0,0,38197.0,152.0,50,0,1
1,0,1,1,38484.0,26.0,83,1,2
1,1,1,0,27658.0,37.0,115,0,3
1,0,1,0,34290.0,124.0,133,0,3
1,0,1,1,30861.0,26.0,237,1,2
1,0,1,1,48203.0,26.0,178,0,2
1,0,1,1,2630.0,124.0,158,0,3
1,1,0,0,20954.0,152.0,37,0,1
1,1,1,0,40216.0,122.0,117,0,3
1,0,1,1,29262.0,124.0,151,1,2
1,1,0,0,27985.0,152.0,188,0,1
1,0,0,1,29082.0,124.0,164,0,2
1,0,1,1,46233.0,124.0,151,0,3
1,0,0,0,24790.0,152.0,249,0,1
1,1,0,0,29893.0,152.0,110,0,1
1,0,1,1,33504.0,26.0,115,0,3
1,1,0,0,25962.0,152.0,245,0,1
1,1,1,1,47572.0,22.0,30,0,3
1,1,1,0,2630.0,152.0,247,0,2
1,0,1,1,54935.0,26.0,160,0,3
1,1,0,0,29257.0,152.0,251,0,2
1,1,1,0,40765.0,26.0,211,0,2
1,1,0,0,42741.0,152.0,81,0,2
1,0,1,1,67533.0,26.0,215,1,2
1,1,0,0,32027.0,152.0,39,0,2
1,0,0,1,28703.0,152.0,89,0,1
1,0,1,1,2630.0,157.0,251,0,3
1,1,0,0,54536.0,152.0,76,0,2
1,1,1,0,43977.0,26.0,180,0,3
1,1,0,0,35779.0,152.0,164,0,2
1,0,1,1,51156.0,55.0,131,0,3
1,1,1,0,38102.0,122.0,230,0,3
1,0,1,1,2630.0,154.0,268,0,3
1,0,0,1,35600.0,163.0,222,0,1
1,0,1,1,61715.0,122.0,277,0,3
1,0,0,1,29245.0,152.0,57,0,1
1,0,0,1,31512.0,152.0,272,0,1
1,1,0,0,30120.0,152.0,174,0,1
1,0,1,1,49625.0,26.0,105,0,2
1,0,1,1,43935.0,26.0,18,1,2
1,0,1,1,36978.0,26.0,91,0,2
1,0,1,1,38068.0,26.0,90,0,3
1,0,2,1,24467.0,18.0,92,0,2
1,0,1,1,2630.0,26.0,238,0,3
1,0,0,1,37488.0,160.0,118,0,1
1,0,1,1,38239.0,124.0,234,1,2
1,0,0,1,39365.0,152.0,92,0,1
1,0,1,1,38563.0,26.0,244,0,3
1,1,1,0,31525.0,26.0,262,0,3
1,0,2,1,56578.0,124.0,51,0,4
1,1,0,0,38603.0,152.0,283,0,2
1,1,1,0,43134.0,26.0,232,0,3
1,1,1,0,44364.0,26.0,17,0,2
1,1,0,0,36002.0,152.0,191,0,2
1,0,1,1,40355.0,26.0,63,0,3
1,0,1,1,38616.0,60.0,88,0,3
1,1,0,0,23405.0,152.0,293,0,1
1,1,0,0,25232.0,160.0,299,0,1
1,1,1,0,32793.0,26.0,289,0,2
1,0,1,1,51110.0,124.0,76,0,2
1,1,0,0,29480.0,152.0,228,0,1
1,0,1,0,54824.0,24.0,169,0,3
1,1,0,0,34896.0,152.0,294,0,1
1,0,0,1,2630.0,152.0,218,0,2
1,0,1,1,49812.0,26.0,218,1,2
1,1,0,0,39048.0,152.0,105,0,2
1,0,1,1,2630.0,124.0,100,1,2
1,0,1,0,35215.0,124.0,173,0,2
1,1,1,1,37231.0,26.0,155,0,2
1,1,1,0,37598.0,26.0,26,0,2
0,1,1,0,27584.0,26.0,11,0,3
1,0,1,1,31399.0,124.0,37,0,2
1,1,0,0,27761.0,152.0,182,0,1
1,0,0,1,27269.0,152.0,140,0,2
1,0,1,1,53221.0,122.0,128,1,2
1,1,0,0,38012.0,152.0,104,0,1
1,1,0,0,25335.0,152.0,56,0,2
1,0,0,1,34133.0,152.0,113,1,1
1,0,1,1,2630.0,26.0,45,1,2
1,1,1,0,2630.0,124.0,140,0,3
1,0,1,1,28752.0,26.0,227,1,3
1,0,1,1,31472.0,26.0,30,1,2
1,1,0,0,30512.0,152.0,57,0,1
1,1,1,0,29098.0,124.0,63,0,2
1,0,1,1,28274.0,26.0,76,0,3
1,1,1,0,55769.0,26.0,169,0,3
1,0,0,1,48342.0,152.0,113,0,1
1,1,1,0,28705.0,26.0,208,0,2
1,0,1,1,2630.0,156.0,121,1,2
1,0,0,1,35780.0,152.0,69,0,2
1,1,0,0,37509.0,152.0,17,0,1
1,1,1,0,2630.0,26.0,65,0,3
1,0,1,1,2630.0,156.0,271,0,2
1,1,0,0,47892.0,152.0,166,0,2
1,1,0,0,46332.0,152.0,120,0,1
1,1,0,0,39721.0,152.0,141,0,2
1,1,0,0,25126.0,152.0,230,0,1
1,0,1,1,2630.0,154.0,106,0,2
1,0,1,1,53195.0,122.0,189,1,3
1,0,0,1,31444.0,151.0,186,0,1
1,0,0,1,25206.0,152.0,160,0,1
1,0,1,1,2630.0,26.0,227,0,2
1,1,0,0,33091.0,152.0,114,0,1
1,0,0,1,27158.0,152.0,235,0,1
1,0,1,1,34424.0,152.0,23,1,2
1,0,1,0,27312.0,156.0,101,1,1
1,1,1,0,2630.0,26.0,93,0,3
1,1,1,0,29520.0,124.0,49,0,3
1,0,1,1,2630.0,124.0,123,1,2
1,0,0,1,42254.0,152.0,187,0,2
1,0,0,1,29388.0,152.0,164,1,1
1,1,0,0,27360.0,152.0,279,0,1
1,0,0,0,2630.0,152.0,179,0,1
1,0,0,1,2630.0,152.0,167,1,2
1,0,1,1,28546.0,124.0,226,1,2
1,0,0,1,2630.0,160.0,175,0,2
1,0,1,1,48636.0,124.0,240,1,2
1,0,1,1,47122.0,26.0,193,0,2
1,1,0,0,34706.0,152.0,294,0,1
1,0,1,1,28608.0,26.0,238,1,2
1,0,1,1,2630.0,124.0,236,0,2
1,0,0,1,32986.0,152.0,193,0,1
1,1,1,1,2630.0,157.0,175,0,2
1,0,0,1,36995.0,26.0,106,1,2
1,0,1,1,28862.0,124.0,128,0,3
1,0,0,1,32946.0,152.0,119,0,2
1,0,1,1,38560.0,26.0,282,1,3
1,1,0,0,28121.0,152.0,93,0,2
1,0,1,1,25514.0,26.0,292,1,2
1,0,0,1,25850.0,160.0,232,0,1
1,0,0,0,2630.0,156.0,73,0,2
1,0,1,0,24165.0,156.0,152,0,2
1,0,0,1,45932.0,26.0,231,1,2
1,1,0,0,35641.0,152.0,181,0,2
1,1,1,1,2630.0,163.0,241,0,2
1,0,1,1,37593.0,124.0,180,0,3
1,1,0,0,41009.0,160.0,54,0,2
1,1,0,1,27499.0,152.0,242,0,1
1,0,1,1,54777.0,26.0,244,0,4
1,0,1,1,50722.0,52.0,116,0,2
1,1,1,0,27365.0,26.0,106,0,2
1,1,0,0,28353.0,152.0,198,0,1
1,1,0,0,29076.0,152.0,214,0,1
1,1,1,0,34507.0,26.0,54,0,3
1,1,1,0,2630.0,26.0,134,0,2
1,0,1,1,29364.0,26.0,149,0,2
1,0,0,1,37848.0,152.0,269,0,2
1,1,1,0,32077.0,120.0,251,0,2
1,0,1,1,2630.0,152.0,48,0,3
1,1,0,0,20240.0,152.0,256,0,2
1,1,0,0,31751.0,152.0,266,0,2
1,1,0,0,27546.0,152.0,17,0,2
1,0,1,1,57943.0,26.0,11,1,3
1,0,1,1,48680.0,26.0,57,0,2
1,0,1,1,46753.0,124.0,116,0,3
1,0,0,1,31393.0,153.0,169,0,2
1,1,1,0,2630.0,152.0,211,0,2
1,0,0,1,33406.0,154.0,134,0,2
1,0,1,1,28399.0,124.0,289,1,3
1,1,0,0,33758.0,152.0,226,0,2
1,1,0,0,30241.0,152.0,87,0,2
1,1,0,0,26296.0,152.0,80,0,2
1,1,1,0,59933.0,124.0,103,0,3
1,1,0,0,27444.0,152.0,111,0,1
1,0,1,1,29650.0,26.0,282,0,2
1,1,0,1,28130.0,152.0,76,0,1
1,1,0,0,40330.0,152.0,158,0,2
1,1,1,0,27963.0,122.0,201,0,3
1,1,1,0,27983.0,8.0,103,0,2
1,0,1,1,43932.0,124.0,250,0,2
1,1,0,0,40300.0,152.0,173,0,1
1,1,0,0,34661.0,152.0,84,0,2
1,0,0,0,25355.0,152.0,283,0,1
1,1,0,0,31772.0,152.0,141,0,1
1,1,0,0,31498.0,152.0,223,0,1
1,0,1,1,34326.0,35.0,99,0,3
1,0,1,1,52534.0,26.0,79,0,3
1,0,1,1,67067.0,55.0,282,0,3
1,1,0,0,54664.0,152.0,160,0,1
1,0,1,1,38757.0,154.0,246,0,2
1,1,0,0,44110.0,26.0,107,0,1
1,1,0,0,31028.0,152.0,94,0,1
1,1,1,0,2630.0,124.0,296,0,2
1,0,1,1,33013.0,124.0,81,1,2
1,0,0,1,38968.0,152.0,123,1,2
0,1,1,0,2630.0,26.0,101,0,3
1,0,0,1,36519.0,152.0,132,1,1
1,0,1,1,50764.0,124.0,232,0,3
1,0,0,1,2630.0,152.0,286,0,1
1,0,0,0,28290.0,152.0,121,0,1
1,0,0,1,29730.0,152.0,77,1,1
1,1,0,0,27944.0,152.0,257,0,1
1,0,1,1,62692.0,26.0,202,1,2
1,1,1,1,2630.0,26.0,244,0,3
1,0,1,0,40468.0,29.0,224,0,2
1,1,0,0,27758.0,152.0,80,0,2
1,1,1,0,39163.0,26.0,124,0,3
1,0,1,1,24706.0,124.0,240,0,2
1,0,1,1,40403.0,124.0,271,1,2
1,0,2,1,50349.0,42.0,179,1,3
1,1,0,0,29798.0,152.0,298,0,2
1,1,1,0,2630.0,152.0,292,0,3
1,1,0,0,40385.0,152.0,33,0,2
1,0,1,1,52712.0,26.0,59,1,2
1,0,1,1,23757.0,26.0,183,1,3
1,0,2,1,49757.0,26.0,17,0,2
1,0,0,1,30119.0,160.0,270,0,1
1,1,1,0,2630.0,124.0,126,0,2
1,0,0,1,2630.0,152.0,64,0,2
1,1,0,0,28493.0,152.0,108,0,2
1,0,0,1,28963.0,152.0,243,0,1
1,1,0,0,31108.0,152.0,15,0,2
1,1,0,0,28479.0,152.0,62,0,2
1,1,0,0,27296.0,152.0,189,0,2
1,1,0,0,48533.0,152.0,145,0,2
1,1,0,0,22736.0,153.0,207,0,2
1,0,1,0,42805.0,26.0,218,0,2
1,1,0,0,28385.0,152.0,226,0,2
1,0,1,0,42348.0,124.0,160,0,2
1,0,0,1,27410.0,152.0,161,0,1
1,1,0,0,24750.0,152.0,191,0,1
1,0,0,0,2630.0,1.0,116,0,2
1,0,0,1,23197.0,152.0,157,0,1
1,1,0,0,2630.0,26.0,104,0,2
1,0,0,1,28406.0,152.0,194,0,2
1,1,1,0,28779.0,26.0,19,0,3
1,1,0,0,25047.0,152.0,119,0,1
1,0,0,1,38378.0,160.0,126,0,1
1,1,1,1,28677.0,26.0,12,0,2
1,1,0,0,38507.0,152.0,90,0,1
1,0,1,1,2630.0,156.0,98,0,2
1,1,0,0,48356.0,151.0,244,0,1
1,0,1,0,2630.0,124.0,229,0,3
1,1,1,0,2630.0,9.0,140,0,3
1,1,0,0,2630.0,124.0,249,0,2
1,0,1,1,32622.0,26.0,144,0,2
1,1,1,0,37205.0,124.0,103,0,2
1,0,1,0,35694.0,26.0,30,0,3
1,1,0,0,38496.0,152.0,232,0,1
1,0,1,1,51428.0,124.0,94,0,2
1,0,1,1,30441.0,163.0,149,0,2
1,1,0,0,17257.0,152.0,54,0,2
1,1,0,0,2630.0,160.0,92,0,1
1,1,0,0,57505.0,152.0,35,0,1
1,1,0,0,43818.0,152.0,37,0,2
1,1,0,0,2630.0,152.0,228,0,1
1,0,1,1,54336.0,124.0,160,0,2
1,1,1,0,45266.0,26.0,226,0,3
1,0,1,1,49867.0,122.0,217,0,1
1,1,0,0,50785.0,152.0,122,0,1
1,1,0,0,27800.0,152.0,174,0,1
1,0,1,1,2630.0,156.0,165,1,2
1,1,1,0,2630.0,26.0,201,0,2
1,1,0,0,34753.0,152.0,62,0,2
1,0,1,1,28688.0,26.0,47,0,2
1,0,2,1,55377.0,26.0,245,1,2
1,0,1,1,2630.0,124.0,239,0,2
1,1,0,0,51560.0,152.0,257,0,2
1,0,2,1,37644.0,26.0,155,0,3
1,0,1,1,2630.0,124.0,86,0,3
1,1,1,0,27120.0,152.0,211,0,2
1,0,0,1,25576.0,152.0,232,0,1
1,1,1,0,30283.0,124.0,98,0,2
1,0,1,1,36088.0,26.0,242,1,2
1,0,1,1,35226.0,26.0,114,1,2
1,1,0,0,29985.0,152.0,165,0,1
1,1,0,0,27800.0,152.0,190,0,1
1,0,0,0,37005.0,152.0,140,0,1
1,0,0,1,53540.0,160.0,99,0,1
1,0,1,1,40290.0,26.0,249,0,3
1,1,1,0,32766.0,26.0,261,0,3
1,0,0,1,23999.0,152.0,275,0,1
1,0,2,1,2630.0,124.0,299,0,3
1,0,1,0,49291.0,124.0,235,0,2
1,0,1,0,31561.0,26.0,175,0,2
1,0,2,1,36451.0,26.0,211,1,2
1,1,0,0,25161.0,152.0,168,0,1
1,1,0,0,32781.0,152.0,77,0,2
1,1,0,0,28757.0,152.0,223,0,1
1,1,0,0,28883.0,152.0,249,0,1
1,1,0,0,30893.0,152.0,199,0,2
1,0,1,1,2630.0,157.0,269,0,3
1,0,1,0,28123.0,26.0,94,0,2
1,0,0,1,25152.0,152.0,230,1,1
1,0,1,1,2630.0,29.0,46,0,2
1,1,0,0,34359.0,152.0,190,0,1
1,0,1,1,31314.0,26.0,52,0,2
1,0,2,1,2630.0,124.0,64,1,2
1,0,1,1,32771.0,154.0,158,1,3
1,1,1,0,47739.0,26.0,272,0,2
1,1,0,0,45196.0,152.0,248,0,2
1,1,0,0,29244.0,152.0,235,0,2
1,0,1,1,28758.0,124.0,245,0,2
1,0,1,1,2630.0,156.0,126,0,3
1,1,1,0,22174.0,124.0,194,0,2
1,0,1,1,2630.0,154.0,245,0,2
1,0,0,1,2630.0,156.0,209,0,2
1,0,1,1,2630.0,124.0,96,0,2
1,0,1,1,39643.0,26.0,43,1,3
1,1,0,0,27104.0,152.0,115,0,1
1,1,0,0,28248.0,152.0,291,0,1
1,0,0,1,27232.0,160.0,290,0,1
1,0,1,1,2630.0,26.0,195,0,2
1,0,1,1,24596.0,124.0,128,0,2
1,1,0,0,33182.0,152.0,31,0,2
1,0,1,1,38136.0,156.0,284,0,2
1,1,1,0,38755.0,13.0,95,0,2
1,1,0,0,55769.0,152.0,192,0,2
1,0,2,1,46818.0,30.0,206,1,4
1,0,1,1,32305.0,124.0,131,1,2
1,0,1,1,43837.0,124.0,167,0,2
1,0,1,1,29933.0,152.0,223,0,2
1,0,1,1,2630.0,124.0,76,0,3
1,0,1,1,32114.0,127.0,278,0,2
1,0,0,1,39662.0,152.0,206,1,2
1,0,0,1,2630.0,124.0,293,1,2
1,0,1,1,40797.0,124.0,178,0,3
1,0,1,1,25674.0,124.0,255,1,2
1,0,1,1,49085.0,26.0,202,0,2
1,0,1,1,56012.0,26.0,261,1,3
1,0,0,0,39094.0,160.0,221,0,1
1,1,0,0,44608.0,152.0,237,0,1
1,1,0,0,36241.0,152.0,191,0,1
1,0,1,1,2630.0,157.0,64,0,3
1,0,1,1,33162.0,152.0,241,0,2
1,0,0,1,27042.0,152.0,48,1,1
1,1,0,0,36190.0,160.0,126,0,1
1,0,1,0,36603.0,26.0,214,0,2
1,1,1,0,2630.0,26.0,12,0,3
1,0,1,1,2630.0,156.0,251,0,2
1,1,0,0,28973.0,152.0,31,0,2
1,0,0,0,27014.0,152.0,235,0,1
1,0,1,1,2630.0,156.0,298,1,2
1,1,0,0,41451.0,152.0,142,0,2
1,0,0,1,2630.0,152.0,95,0,1
1,1,1,0,37661.0,124.0,83,0,3
1,1,0,0,30366.0,152.0,78,0,2
1,1,0,0,24220.0,160.0,238,0,1
1,0,0,1,24823.0,152.0,214,0,1
1,0,0,1,24894.0,26.0,270,0,2
1,0,1,1,54484.0,26.0,288,0,3
1,1,1,0,33165.0,124.0,77,0,2
1,0,1,1,39013.0,124.0,111,0,2
1,1,1,0,48783.0,14.0,116,0,2
1,1,0,0,2630.0,160.0,196,0,1
1,0,0,1,29091.0,152.0,180,0,1
1,1,0,0,29206.0,152.0,115,0,1
1,1,0,0,20606.0,152.0,139,0,2
1,0,0,0,2630.0,1.0,238,0,2
1,1,0,0,39671.0,160.0,101,0,1
1,0,1,1,29555.0,26.0,149,1,2
1,0,1,1,39223.0,124.0,145,0,2
1,1,0,0,28969.0,152.0,105,0,1
1,1,0,0,27265.0,152.0,240,0,1
1,0,0,1,26097.0,152.0,51,0,1
1,0,0,0,34657.0,152.0,20,0,1
1,0,0,1,34528.0,152.0,89,1,1
1,0,1,1,2630.0,163.0,77,0,3
1,0,2,1,2630.0,26.0,103,0,2
1,0,1,1,2630.0,26.0,292,0,3
1,1,0,0,44637.0,152.0,202,0,2
1,1,0,0,38277.0,152.0,110,0,2
1,0,1,1,2630.0,124.0,135,0,2
1,1,1,0,30305.0,124.0,163,0,2
1,0,1,1,58307.0,26.0,292,0,3
1,0,1,1,2630.0,124.0,31,0,3
1,0,1,1,32000.0,26.0,200,1,3
1,1,0,0,27117.0,152.0,196,0,1
1,0,1,0,27522.0,26.0,99,0,3
1,1,0,0,23269.0,152.0,270,0,1
1,1,1,0,39283.0,124.0,146,0,3
1,0,1,1,37070.0,152.0,284,0,3
1,1,1,1,28154.0,26.0,73,0,2
1,0,1,1,37379.0,124.0,252,1,2
1,0,1,1,2630.0,124.0,161,0,3
1,0,0,1,2630.0,160.0,290,0,1
1,0,1,1,32643.0,124.0,167,0,2
1,0,1,1,2630.0,30.0,158,0,2
1,0,1,1,37138.0,26.0,275,0,2
1,0,1,1,27163.0,154.0,201,1,2
1,0,1,1,40378.0,26.0,228,0,2
1,1,1,0,48203.0,26.0,182,0,3
1,0,2,1,62679.0,26.0,19,1,2
1,1,0,0,26694.0,152.0,215,0,1
1,1,0,0,29276.0,152.0,292,0,1
1,0,1,1,24944.0,26.0,240,1,2
1,0,0,1,36263.0,152.0,87,0,1
1,0,1,1,34533.0,26.0,60,0,3
1,0,1,1,2630.0,157.0,103,1,2
1,1,0,0,69788.0,152.0,199,0,2
1,1,0,0,22414.0,152.0,168,0,1
1,1,0,0,29303.0,160.0,287,0,1
1,0,1,1,34920.0,26.0,209,0,3
1,1,0,0,54640.0,152.0,281,0,2
1,0,1,1,24337.0,124.0,129,0,2
1,1,0,0,37333.0,152.0,235,0,2
1,0,0,1,25747.0,152.0,90,1,2
1,0,0,0,2630.0,1.0,24,0,3
1,1,1,0,34461.0,124.0,175,0,2
1,1,0,0,29364.0,160.0,246,0,1
1,1,1,0,42217.0,7.0,80,0,3
1,1,0,0,27180.0,152.0,251,0,2
1,0,1,0,49854.0,124.0,216,0,2
1,1,1,0,2630.0,156.0,18,0,2
1,0,1,1,39211.0,26.0,220,1,2
1,1,0,0,32207.0,152.0,219,0,2
1,0,1,1,27192.0,124.0,145,0,2
1,0,0,1,2630.0,157.0,73,0,1
1,1,0,0,34391.0,160.0,255,0,1
1,1,0,0,25802.0,152.0,153,0,1
1,1,0,0,43770.0,152.0,135,0,1
1,1,0,0,31953.0,151.0,199,0,1
1,0,1,1,38891.0,122.0,254,0,2
1,0,2,1,51854.0,13.0,51,0,3
1,0,1,1,2630.0,124.0,251,1,3
1,0,0,1,2630.0,156.0,209,0,1
1,1,0,0,27783.0,152.0,133,0,1
1,0,1,1,30444.0,124.0,240,0,2
1,0,0,1,2630.0,152.0,215,0,1
1,1,1,0,31203.0,124.0,219,0,2
1,0,0,1,33151.0,152.0,106,0,2
1,1,0,0,27573.0,152.0,167,0,2
1,0,2,1,37459.0,26.0,239,1,3
1,0,1,1,43271.0,26.0,126,0,2
1,0,1,1,38892.0,124.0,132,1,3
1,1,1,0,2630.0,26.0,33,0,2
1,0,1,1,2630.0,55.0,215,1,2
1,0,1,1,2630.0,156.0,134,0,1
1,0,2,1,50624.0,55.0,79,0,3
1,1,0,0,30782.0,152.0,19,0,2
1,0,1,1,40348.0,25.0,30,0,3
1,1,0,0,17555.0,152.0,40,0,1
1,0,1,1,28183.0,124.0,212,0,2
1,1,1,0,52437.0,55.0,128,0,3
1,0,0,1,38804.0,152.0,267,0,1
1,1,0,0,32947.0,152.0,292,0,2
1,0,0,0,25150.0,160.0,147,0,1
1,1,0,0,28176.0,151.0,179,0,1
1,1,0,1,2630.0,160.0,126,0,1
1,0,0,1,2630.0,156.0,122,0,1
1,1,1,0,47822.0,124.0,31,0,2
1,1,0,0,27361.0,152.0,228,0,1
1,1,0,0,58920.0,152.0,213,0,2
1,0,0,1,24982.0,152.0,109,0,1
1,0,1,1,2630.0,157.0,143,1,3
1,1,0,0,28486.0,152.0,204,0,1
1,1,0,0,29600.0,152.0,72,0,1
1,0,1,1,36332.0,7.0,91,0,2
1,1,0,0,24010.0,152.0,24,0,2
1,0,1,1,34383.0,55.0,117,0,2
1,1,0,0,33992.0,160.0,292,0,1
1,1,1,0,2630.0,124.0,152,0,2
1,1,0,0,30212.0,160.0,224,0,1
1,0,0,1,28355.0,160.0,121,0,1
1,1,0,0,2630.0,152.0,37,0,1
1,1,0,0,45617.0,160.0,278,0,1
1,1,0,0,36988.0,152.0,161,0,2
1,0,2,1,25772.0,26.0,235,1,2
1,0,1,1,2630.0,157.0,126,0,2
1,0,0,0,31249.0,152.0,76,0,1
1,0,0,1,2630.0,26.0,49,1,2
1,1,1,0,36182.0,124.0,116,0,2
1,1,0,0,40984.0,152.0,67,0,2
1,0,1,1,25112.0,124.0,186,1,2
1,0,1,1,2630.0,157.0,99,0,2
1,1,0,0,24265.0,152.0,38,0,2
