id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
9138218,Male,68,1,48.0,1,1-2 Year,No,2630.0,124.0,153,0
1937121,Female,25,1,11.0,0,< 1 Year,Yes,39597.0,152.0,192,0
3074780,Female,67,1,41.0,1,1-2 Year,No,44679.0,122.0,135,0
2517510,Male,44,1,28.0,0,1-2 Year,Yes,35120.0,124.0,268,0
6047675,Male,51,1,28.0,0,1-2 Year,Yes,36013.0,13.0,66,0
6079737,Male,60,1,7.0,0,1-2 Year,Yes,2630.0,26.0,251,0
5625051,Male,59,1,29.0,0,1-2 Year,Yes,32509.0,157.0,112,0
597922,Male,42,1,28.0,0,1-2 Year,Yes,38388.0,26.0,65,1
2674587,Female,39,1,28.0,0,1-2 Year,Yes,43428.0,26.0,84,0
10638760,Female,22,1,2.0,0,< 1 Year,No,2630.0,160.0,105,0
6025500,Male,68,1,15.0,1,1-2 Year,No,30786.0,124.0,41,0
3840225,Male,26,1,41.0,1,< 1 Year,No,32944.0,152.0,187,0
10302945,Female,22,1,25.0,0,< 1 Year,No,2630.0,152.0,284,0
8386783,Male,27,1,18.0,0,< 1 Year,Yes,2630.0,152.0,292,0
10813939,Female,44,1,18.0,1,1-2 Year,No,2630.0,26.0,248,0
163584,Female,21,1,36.0,0,< 1 Year,Yes,28899.0,160.0,73,0
6535921,Male,27,1,8.0,1,< 1 Year,No,71596.0,26.0,212,0
10869776,Male,65,1,13.0,1,1-2 Year,No,29239.0,124.0,179,0
1966142,Female,21,1,1.0,0,< 1 Year,Yes,2630.0,152.0,293,0
10430515,Male,28,1,30.0,0,< 1 Year,No,2630.0,26.0,121,0
10967109,Male,43,1,28.0,0,1-2 Year,Yes,79956.0,124.0,11,0
2956,Male,39,1,9.0,0,1-2 Year,Yes,45655.0,124.0,187,0
1841582,Male,45,1,18.0,0,1-2 Year,Yes,35708.0,124.0,77,0
586280,Male,22,1,8.0,1,< 1 Year,No,41695.0,152.0,162,0
3032778,Male,50,1,28.0,0,1-2 Year,Yes,48342.0,122.0,211,1
2343536,Male,51,1,46.0,0,1-2 Year,No,26961.0,26.0,296,0
343977,Male,67,1,31.0,0,> 2 Years,Yes,2630.0,163.0,143,0
7559564,Female,26,1,8.0,1,< 1 Year,No,44397.0,152.0,275,0
939477,Female,53,1,3.0,0,1-2 Year,Yes,35927.0,26.0,123,0
7609601,Male,42,1,28.0,0,1-2 Year,Yes,30380.0,26.0,56,1
6920814,Female,42,1,11.0,0,1-2 Year,Yes,36346.0,26.0,105,1
8189443,Male,53,1,28.0,0,> 2 Years,Yes,36100.0,4.0,209,1
9233991,Male,34,1,28.0,1,1-2 Year,No,2630.0,13.0,269,0
4342311,Male,68,1,46.0,1,1-2 Year,No,27585.0,122.0,23,0
8555204,Female,21,1,30.0,0,< 1 Year,Yes,39393.0,152.0,79,0
4256259,Male,23,1,28.0,1,< 1 Year,No,56597.0,152.0,150,0
5539539,Female,66,1,28.0,0,1-2 Year,Yes,29242.0,122.0,279,0
8662068,Female,47,1,8.0,0,1-2 Year,Yes,42486.0,124.0,232,1
7204481,Female,23,1,15.0,0,< 1 Year,No,26295.0,152.0,156,0
7498236,Male,28,1,50.0,1,< 1 Year,No,37297.0,152.0,146,0
7064519,Male,46,1,8.0,0,1-2 Year,Yes,2630.0,157.0,158,0
4345243,Male,25,1,8.0,1,< 1 Year,No,31895.0,152.0,96,0
3559414,Male,21,1,7.0,1,< 1 Year,No,38378.0,160.0,97,0
8799077,Male,48,1,2.0,1,1-2 Year,No,29290.0,26.0,144,0
2973712,Male,42,1,28.0,0,> 2 Years,Yes,2630.0,26.0,226,0
5125619,Male,30,1,48.0,1,< 1 Year,No,2630.0,124.0,297,0
6827179,Female,47,1,8.0,1,1-2 Year,No,29882.0,26.0,54,0
5718620,Male,37,1,48.0,0,1-2 Year,No,2630.0,154.0,250,0
3369396,Male,76,1,41.0,0,1-2 Year,Yes,48357.0,26.0,131,0
9381541,Female,49,1,46.0,0,1-2 Year,Yes,29100.0,124.0,232,0
5655825,Male,40,1,28.0,0,1-2 Year,Yes,32457.0,124.0,72,1
3870902,Male,40,1,28.0,0,1-2 Year,Yes,49514.0,124.0,297,1
2794789,Female,31,1,6.0,1,< 1 Year,No,33605.0,152.0,127,0
3823391,Female,24,1,28.0,1,< 1 Year,No,29059.0,152.0,256,0
9813939,Female,63,1,1.0,0,1-2 Year,Yes,2630.0,26.0,59,0
5882928,Female,22,1,9.0,1,< 1 Year,No,36300.0,26.0,80,0
4759251,Male,61,1,17.0,0,1-2 Year,Yes,2630.0,124.0,297,0
5756919,Male,65,1,28.0,1,1-2 Year,No,44261.0,124.0,90,0
1860222,Female,36,1,39.0,0,1-2 Year,Yes,41981.0,124.0,260,0
2336869,Female,75,1,28.0,1,1-2 Year,No,70720.0,124.0,42,0
1219948,Male,45,1,11.0,0,1-2 Year,Yes,29781.0,124.0,159,0
8027813,Female,25,1,25.0,0,< 1 Year,No,23666.0,152.0,126,0
6180142,Male,44,1,45.0,0,1-2 Year,Yes,27602.0,124.0,99,0
1299021,Female,60,1,47.0,1,1-2 Year,No,23691.0,16.0,73,0
7677171,Male,24,1,22.0,1,< 1 Year,No,25349.0,152.0,193,0
8993029,Female,45,1,28.0,0,1-2 Year,Yes,40297.0,124.0,27,0
4056189,Male,55,1,28.0,0,1-2 Year,Yes,53767.0,26.0,166,0
6643313,Female,31,1,29.0,0,< 1 Year,Yes,2630.0,156.0,145,1
6404450,Male,70,1,12.0,0,1-2 Year,No,38139.0,26.0,207,0
3415971,Male,25,1,41.0,1,< 1 Year,No,31393.0,152.0,284,0
1586516,Male,25,1,2.0,0,< 1 Year,No,26296.0,152.0,257,0
4685834,Female,20,1,25.0,1,< 1 Year,No,24481.0,160.0,215,0
11349577,Male,24,1,39.0,1,< 1 Year,No,2630.0,152.0,247,0
6737743,Female,20,1,15.0,1,< 1 Year,No,2630.0,160.0,70,0
9792007,Male,64,1,29.0,1,1-2 Year,No,2630.0,26.0,196,0
1403053,Female,71,1,46.0,0,> 2 Years,Yes,27248.0,122.0,258,0
2876473,Male,37,1,30.0,0,1-2 Year,Yes,38628.0,154.0,255,0
17841,Male,22,1,46.0,0,< 1 Year,No,29082.0,152.0,146,0
9304441,Female,37,1,0.0,0,1-2 Year,Yes,2630.0,124.0,267,0
5817482,Female,48,1,41.0,1,1-2 Year,No,35235.0,26.0,18,0
2985064,Male,26,1,0.0,1,< 1 Year,No,2630.0,152.0,225,0
9994283,Female,64,1,8.0,1,1-2 Year,No,2630.0,152.0,267,0
11465908,Male,66,1,28.0,0,1-2 Year,Yes,60975.0,124.0,103,0
525033,Male,47,1,28.0,0,1-2 Year,Yes,55812.0,26.0,197,0
129899,Female,43,1,28.0,0,1-2 Year,Yes,37760.0,26.0,90,1
6969094,Male,58,1,50.0,0,1-2 Year,Yes,43269.0,8.0,136,0
11343434,Male,45,1,28.0,0,> 2 Years,Yes,35694.0,157.0,143,0
53131,Male,55,1,28.0,0,1-2 Year,Yes,62622.0,26.0,128,0
4873614,Female,20,1,50.0,0,< 1 Year,Yes,38990.0,160.0,20,0
6364897,Female,41,1,40.0,0,> 2 Years,Yes,2630.0,156.0,255,0
725181,Male,33,1,30.0,0,1-2 Year,Yes,26380.0,157.0,160,0
4621741,Female,49,1,48.0,0,1-2 Year,Yes,2630.0,7.0,194,0
7874659,Male,49,1,28.0,0,1-2 Year,Yes,38970.0,26.0,284,0
6917798,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,15.0,21,0
7144767,Male,29,1,45.0,0,< 1 Year,No,31219.0,152.0,159,0
5177483,Male,26,1,30.0,0,< 1 Year,Yes,25652.0,152.0,76,0
7434074,Female,51,1,30.0,1,1-2 Year,No,20951.0,152.0,233,0
2835806,Male,23,1,25.0,0,< 1 Year,Yes,32640.0,152.0,87,0
3679126,Female,38,1,28.0,0,> 2 Years,Yes,2630.0,124.0,256,0
7184472,Male,40,1,10.0,0,1-2 Year,Yes,26767.0,156.0,64,1
3602958,Female,23,1,45.0,1,< 1 Year,No,38774.0,152.0,256,0
8512183,Male,24,1,2.0,0,< 1 Year,Yes,28122.0,151.0,258,0
2134881,Male,20,1,47.0,0,< 1 Year,Yes,35216.0,160.0,156,0
27190,Male,48,1,46.0,0,1-2 Year,Yes,2630.0,26.0,294,0
6134968,Female,26,1,21.0,1,< 1 Year,No,27609.0,152.0,34,0
3220250,Female,30,1,41.0,1,< 1 Year,No,28472.0,152.0,99,0
3843897,Female,48,1,8.0,1,1-2 Year,No,36330.0,124.0,36,0
9817054,Male,28,1,36.0,0,< 1 Year,No,35369.0,152.0,114,0
5378379,Male,59,1,8.0,0,1-2 Year,Yes,34684.0,124.0,84,0
1311938,Female,24,1,41.0,1,< 1 Year,No,31760.0,152.0,115,0
5484787,Male,25,1,35.0,0,< 1 Year,Yes,2630.0,156.0,249,0
8211543,Male,21,1,26.0,0,< 1 Year,Yes,2630.0,160.0,20,0
1453501,Female,73,1,20.0,0,1-2 Year,Yes,2630.0,26.0,136,0
124462,Male,45,1,28.0,0,1-2 Year,Yes,27365.0,26.0,66,0
4458418,Male,38,1,28.0,0,< 1 Year,No,33957.0,1.0,38,0
1490122,Female,60,1,28.0,1,1-2 Year,No,27768.0,152.0,17,0
375220,Female,47,1,28.0,0,1-2 Year,Yes,47209.0,26.0,298,0
11001301,Female,21,1,28.0,1,< 1 Year,No,53718.0,152.0,96,0
8183338,Male,45,1,8.0,0,1-2 Year,Yes,61157.0,154.0,265,1
7083595,Female,22,1,15.0,1,< 1 Year,No,29414.0,152.0,249,0
6024763,Female,38,1,28.0,0,1-2 Year,Yes,50737.0,124.0,74,0
9208324,Male,24,1,11.0,0,< 1 Year,No,27501.0,152.0,158,0
10513515,Male,41,1,28.0,0,1-2 Year,Yes,45282.0,26.0,130,0
3198342,Male,41,1,28.0,0,1-2 Year,Yes,46160.0,122.0,177,1
273979,Female,53,1,0.0,1,1-2 Year,No,2630.0,122.0,240,0
11059807,Female,26,1,41.0,1,< 1 Year,No,42156.0,152.0,288,0
3206622,Male,35,1,3.0,1,1-2 Year,Yes,2630.0,157.0,111,0
9784483,Male,46,1,28.0,0,> 2 Years,Yes,48263.0,26.0,178,0
6027226,Female,24,1,8.0,0,< 1 Year,No,43971.0,152.0,62,0
10225210,Male,64,1,8.0,1,1-2 Year,No,47930.0,124.0,60,0
10364859,Female,24,1,13.0,0,< 1 Year,Yes,30594.0,152.0,183,1
6647772,Female,68,1,28.0,0,1-2 Year,Yes,64826.0,60.0,63,0
6152772,Male,51,1,28.0,0,> 2 Years,Yes,30487.0,163.0,182,1
4193251,Female,22,1,16.0,0,< 1 Year,Yes,2630.0,160.0,95,0
2236213,Female,29,1,11.0,1,< 1 Year,No,27161.0,152.0,291,0
6754661,Male,73,1,8.0,0,1-2 Year,Yes,2630.0,26.0,51,0
11191362,Female,24,1,41.0,1,< 1 Year,No,38019.0,152.0,146,0
3877939,Female,28,1,28.0,0,1-2 Year,Yes,25551.0,124.0,73,0
10461144,Male,42,1,26.0,1,1-2 Year,No,29742.0,22.0,274,0
8496374,Female,35,1,28.0,0,1-2 Year,Yes,28402.0,122.0,212,0
4901449,Male,26,1,36.0,1,< 1 Year,No,36212.0,152.0,239,0
10870257,Female,29,1,0.0,1,< 1 Year,No,2630.0,152.0,174,0
6745822,Female,43,1,0.0,0,1-2 Year,Yes,2630.0,26.0,132,1
8529078,Female,26,1,41.0,0,< 1 Year,Yes,32536.0,152.0,263,0
6946503,Male,54,1,28.0,0,1-2 Year,Yes,60975.0,26.0,186,0
8112650,Female,72,1,28.0,0,1-2 Year,Yes,39271.0,26.0,251,0
10068464,Male,25,1,8.0,1,< 1 Year,No,32562.0,152.0,67,0
2207665,Female,62,1,45.0,0,1-2 Year,Yes,32722.0,124.0,252,0
7862842,Male,45,1,30.0,1,1-2 Year,No,29073.0,26.0,172,0
10535025,Male,27,1,28.0,1,< 1 Year,No,41050.0,152.0,100,0
8794833,Male,38,1,37.0,1,1-2 Year,No,32135.0,152.0,22,0
2575760,Female,22,1,30.0,1,< 1 Year,No,25368.0,160.0,228,0
6017815,Female,23,1,8.0,1,< 1 Year,No,55316.0,152.0,80,0
2819270,Male,53,1,4.0,1,1-2 Year,No,27430.0,24.0,104,0
8347121,Male,68,1,28.0,1,1-2 Year,No,48327.0,26.0,39,0
9981537,Female,22,1,50.0,1,< 1 Year,No,33063.0,152.0,128,0
5455967,Female,48,1,24.0,1,1-2 Year,No,28597.0,26.0,98,0
5674854,Male,47,1,28.0,1,1-2 Year,No,47283.0,26.0,74,0
2170098,Female,46,1,41.0,0,1-2 Year,No,2630.0,124.0,210,0
10967126,Male,52,1,18.0,1,1-2 Year,No,2630.0,26.0,166,0
3552596,Female,24,1,15.0,0,< 1 Year,Yes,32162.0,152.0,201,0
4177265,Male,26,1,6.0,1,< 1 Year,No,23191.0,152.0,248,0
4569474,Male,51,1,28.0,0,1-2 Year,Yes,37356.0,124.0,288,0
9250130,Female,40,1,7.0,0,1-2 Year,Yes,2630.0,122.0,256,0
6747877,Female,54,1,50.0,1,1-2 Year,No,29348.0,124.0,78,0
8259517,Male,59,1,8.0,0,1-2 Year,Yes,49091.0,7.0,251,0
1001893,Female,45,1,28.0,0,1-2 Year,No,38468.0,124.0,107,0
8643925,Male,52,1,28.0,0,1-2 Year,Yes,36543.0,124.0,183,0
525129,Male,21,1,8.0,1,< 1 Year,No,48955.0,160.0,158,0
8718677,Male,32,1,33.0,1,1-2 Year,No,27953.0,138.0,28,0
5666612,Male,41,1,13.0,0,1-2 Year,Yes,28750.0,26.0,176,1
8583364,Male,56,1,8.0,1,1-2 Year,No,40646.0,26.0,69,0
5305583,Male,34,1,8.0,1,1-2 Year,No,2630.0,124.0,176,0
6568780,Male,25,1,28.0,0,< 1 Year,Yes,71270.0,152.0,218,0
2270757,Female,30,1,12.0,0,< 1 Year,Yes,25584.0,124.0,77,0
5681127,Male,23,1,41.0,1,< 1 Year,No,28215.0,152.0,172,0
9009654,Male,43,1,18.0,0,1-2 Year,Yes,29388.0,26.0,256,1
7676243,Male,40,1,28.0,0,1-2 Year,Yes,29760.0,26.0,282,1
6600977,Male,55,1,26.0,0,1-2 Year,Yes,29314.0,26.0,272,0
6284705,Male,43,1,46.0,0,1-2 Year,Yes,33170.0,124.0,21,0
7657670,Male,22,1,5.0,0,< 1 Year,Yes,20953.0,152.0,299,0
9106545,Male,36,1,28.0,0,1-2 Year,Yes,28123.0,122.0,160,1
6258101,Female,37,1,39.0,0,1-2 Year,Yes,27265.0,124.0,86,0
7187106,Male,25,1,47.0,0,< 1 Year,Yes,2630.0,152.0,269,0
7745292,Female,33,1,28.0,0,< 1 Year,Yes,27507.0,26.0,227,1
8546501,Male,46,1,8.0,0,> 2 Years,Yes,42447.0,26.0,238,1
3981925,Male,46,1,28.0,0,1-2 Year,No,39950.0,26.0,261,0
8838223,Male,75,1,8.0,0,1-2 Year,Yes,31299.0,26.0,27,0
4472386,Male,22,1,36.0,1,< 1 Year,No,30405.0,152.0,80,0
796041,Male,62,1,17.0,1,1-2 Year,No,40220.0,124.0,165,0
10534845,Female,42,1,28.0,1,1-2 Year,No,35418.0,124.0,150,0
7080874,Female,22,1,30.0,1,< 1 Year,No,32863.0,152.0,273,0
7257886,Male,28,1,41.0,0,< 1 Year,Yes,28353.0,152.0,158,0
1214887,Male,60,1,46.0,1,1-2 Year,No,25107.0,26.0,23,0
1707173,Female,35,1,32.0,0,1-2 Year,Yes,2630.0,124.0,34,1
4479479,Male,20,1,47.0,1,< 1 Year,Yes,2630.0,160.0,193,0
9542249,Male,37,1,28.0,0,1-2 Year,Yes,2630.0,163.0,295,1
10263867,Female,24,1,2.0,1,< 1 Year,No,26900.0,152.0,126,0
4786832,Male,61,1,43.0,0,1-2 Year,Yes,2630.0,156.0,194,0
10883108,Male,43,1,15.0,0,1-2 Year,Yes,41981.0,124.0,115,0
7666114,Male,51,1,28.0,0,1-2 Year,Yes,46974.0,26.0,270,0
11226389,Female,25,1,29.0,1,< 1 Year,No,28496.0,152.0,80,0
992543,Male,56,1,50.0,0,1-2 Year,Yes,39154.0,163.0,160,0
644579,Female,22,1,28.0,0,< 1 Year,Yes,32897.0,152.0,131,0
11142222,Male,24,1,36.0,1,< 1 Year,No,49847.0,160.0,84,0
711665,Male,20,1,14.0,0,1-2 Year,Yes,2630.0,163.0,115,0
3060713,Female,32,1,28.0,0,1-2 Year,Yes,37334.0,158.0,293,0
1412579,Female,27,1,33.0,1,< 1 Year,No,33559.0,152.0,226,0
9869984,Female,68,1,41.0,0,1-2 Year,Yes,39705.0,26.0,152,0
395171,Female,42,1,8.0,0,1-2 Year,Yes,45439.0,26.0,65,1
7617316,Male,40,1,28.0,0,1-2 Year,Yes,48799.0,26.0,39,1
3768127,Male,66,1,8.0,0,1-2 Year,Yes,45328.0,154.0,252,1
7858393,Female,41,1,28.0,0,1-2 Year,Yes,2630.0,124.0,227,0
1003869,Female,21,1,41.0,1,< 1 Year,No,55119.0,152.0,185,0
2861588,Male,65,1,46.0,0,1-2 Year,Yes,2630.0,26.0,70,0
7009912,Male,39,1,46.0,0,1-2 Year,Yes,23801.0,124.0,29,0
707430,Male,26,1,6.0,1,< 1 Year,No,27387.0,152.0,195,0
791912,Female,45,1,28.0,0,1-2 Year,Yes,38709.0,26.0,24,0
7888377,Female,60,1,24.0,0,1-2 Year,Yes,2630.0,145.0,290,0
6254883,Male,26,1,30.0,1,< 1 Year,No,22177.0,152.0,216,0
9155145,Male,26,1,26.0,1,< 1 Year,No,25401.0,152.0,155,0
1959865,Female,25,1,45.0,0,< 1 Year,No,25380.0,152.0,191,0
6189020,Male,45,1,47.0,1,1-2 Year,No,28150.0,124.0,228,0
5289800,Female,26,1,15.0,1,< 1 Year,No,29273.0,152.0,259,0
3915407,Male,36,1,36.0,1,1-2 Year,No,35864.0,152.0,191,0
10351044,Female,53,1,46.0,1,1-2 Year,No,40659.0,26.0,267,0
8397925,Male,24,1,37.0,0,< 1 Year,Yes,27185.0,152.0,202,0
1140772,Male,25,1,41.0,1,< 1 Year,No,67974.0,152.0,195,0
6876423,Male,42,1,41.0,0,1-2 Year,Yes,37200.0,26.0,73,0
10274984,Male,53,1,1.0,0,1-2 Year,No,2630.0,26.0,298,0
10174368,Female,59,1,18.0,0,1-2 Year,Yes,2630.0,157.0,245,0
8851607,Female,22,1,28.0,0,< 1 Year,Yes,2630.0,152.0,272,0
7209901,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,124.0,197,0
7708299,Male,50,1,8.0,0,1-2 Year,Yes,32328.0,3.0,187,1
4422288,Female,47,1,28.0,1,1-2 Year,No,34102.0,124.0,152,0
4376677,Male,48,1,46.0,0,1-2 Year,Yes,53873.0,124.0,10,0
10767197,Male,64,1,28.0,0,1-2 Year,Yes,43251.0,26.0,62,0
11473977,Female,41,1,45.0,0,1-2 Year,Yes,33143.0,124.0,117,1
340536,Female,75,1,28.0,0,> 2 Years,Yes,27100.0,124.0,187,0
10579568,Male,23,1,50.0,1,< 1 Year,No,48396.0,152.0,240,0
804210,Female,34,1,32.0,0,1-2 Year,Yes,34062.0,26.0,38,1
9985937,Female,66,1,8.0,1,1-2 Year,No,2630.0,124.0,174,0
1980953,Male,69,1,8.0,0,1-2 Year,Yes,46650.0,124.0,52,0
3637635,Male,26,1,10.0,1,< 1 Year,No,24972.0,152.0,256,0
6849139,Male,59,1,39.0,0,1-2 Year,Yes,31893.0,124.0,169,1
11479662,Female,48,1,50.0,0,1-2 Year,Yes,42180.0,8.0,105,0
1120584,Female,21,1,30.0,1,< 1 Year,No,25279.0,152.0,272,0
7265070,Male,66,1,38.0,1,1-2 Year,No,2630.0,26.0,271,0
2683436,Male,34,1,28.0,0,1-2 Year,No,31739.0,152.0,221,0
3113245,Male,32,1,18.0,0,1-2 Year,Yes,2630.0,124.0,157,0
2639933,Female,46,1,11.0,1,1-2 Year,No,30759.0,124.0,251,0
10652803,Male,54,1,28.0,1,1-2 Year,Yes,39366.0,124.0,215,0
9310909,Female,30,1,4.0,1,< 1 Year,No,2630.0,152.0,164,0
2410857,Male,20,1,27.0,0,< 1 Year,Yes,33638.0,160.0,292,0
3047087,Male,50,1,28.0,0,1-2 Year,Yes,49145.0,26.0,193,0
1538947,Male,44,1,28.0,0,1-2 Year,Yes,49376.0,26.0,101,1
5124110,Male,39,1,15.0,0,1-2 Year,Yes,27498.0,124.0,224,0
513296,Female,20,1,27.0,1,< 1 Year,Yes,2630.0,160.0,215,0
1456251,Male,60,1,28.0,1,1-2 Year,No,51482.0,26.0,270,0
5329572,Male,61,1,28.0,0,1-2 Year,Yes,58354.0,26.0,241,0
8869074,Female,45,1,28.0,0,1-2 Year,Yes,42268.0,26.0,278,0
7713533,Female,44,1,41.0,0,1-2 Year,Yes,35195.0,26.0,182,0
1317236,Female,80,1,31.0,1,1-2 Year,No,2630.0,124.0,206,0
6726374,Female,54,1,41.0,0,1-2 Year,Yes,46380.0,124.0,173,1
2324432,Male,22,1,11.0,0,< 1 Year,Yes,2630.0,152.0,75,0
2858849,Male,24,1,28.0,0,< 1 Year,Yes,42713.0,151.0,29,0
11232250,Female,23,1,28.0,1,< 1 Year,No,38759.0,152.0,271,0
7619683,Male,41,1,21.0,0,1-2 Year,No,28535.0,26.0,109,0
8937398,Male,49,1,45.0,0,1-2 Year,Yes,2630.0,26.0,223,1
9065530,Female,36,1,39.0,0,1-2 Year,Yes,30450.0,124.0,250,0
6767293,Male,75,1,12.0,1,1-2 Year,No,2630.0,124.0,126,0
10893198,Male,46,1,41.0,0,1-2 Year,Yes,36434.0,163.0,298,0
9671742,Female,27,1,35.0,1,< 1 Year,No,28720.0,152.0,212,0
11443404,Female,29,1,28.0,1,< 1 Year,No,51383.0,152.0,151,0
8842181,Female,29,1,9.0,1,< 1 Year,No,45639.0,153.0,171,0
6560307,Male,27,1,50.0,0,< 1 Year,No,25505.0,152.0,217,0
7646164,Female,27,1,28.0,1,< 1 Year,No,64582.0,152.0,191,0
8229258,Female,68,1,28.0,0,1-2 Year,Yes,24316.0,124.0,92,0
8394132,Female,22,1,24.0,0,< 1 Year,Yes,26622.0,152.0,281,0
8047770,Male,56,1,21.0,1,1-2 Year,No,34684.0,26.0,88,0
3102531,Female,43,1,8.0,0,1-2 Year,Yes,46759.0,25.0,56,0
937871,Female,27,1,36.0,1,< 1 Year,No,30842.0,152.0,88,0
9849589,Female,29,1,29.0,1,< 1 Year,No,34930.0,26.0,227,0
3398775,Female,20,1,39.0,0,< 1 Year,Yes,38586.0,160.0,169,0
1127858,Female,47,1,28.0,0,1-2 Year,Yes,69856.0,55.0,291,1
9594902,Female,50,1,47.0,1,1-2 Year,No,37509.0,16.0,31,0
473134,Male,24,1,45.0,0,< 1 Year,No,2630.0,152.0,265,0
11413630,Male,76,1,41.0,1,1-2 Year,No,2630.0,12.0,203,0
6861707,Female,37,1,28.0,1,1-2 Year,No,44005.0,122.0,188,0
11453761,Male,25,1,33.0,1,< 1 Year,No,23915.0,152.0,256,0
4263364,Female,43,1,28.0,1,1-2 Year,No,34197.0,124.0,20,0
10177219,Female,29,1,50.0,0,< 1 Year,Yes,26805.0,152.0,198,0
9042448,Female,50,1,46.0,1,1-2 Year,No,30121.0,124.0,194,0
1052522,Female,42,1,28.0,0,1-2 Year,Yes,34165.0,124.0,57,1
10499807,Female,48,1,46.0,0,1-2 Year,Yes,26926.0,11.0,188,1
7531386,Male,52,1,11.0,0,> 2 Years,Yes,25310.0,26.0,286,1
10517378,Male,51,1,8.0,0,1-2 Year,Yes,36395.0,26.0,240,0
9229407,Female,23,1,24.0,1,< 1 Year,No,27272.0,152.0,201,0
4869104,Male,30,1,10.0,0,1-2 Year,Yes,31388.0,124.0,96,0
10678788,Male,42,1,21.0,0,1-2 Year,Yes,35540.0,26.0,89,0
4157947,Male,22,1,22.0,1,< 1 Year,No,27362.0,152.0,172,0
4865366,Female,20,1,47.0,0,< 1 Year,Yes,34668.0,160.0,230,0
9770824,Female,27,1,8.0,0,1-2 Year,Yes,26562.0,26.0,209,1
1152497,Male,41,1,36.0,1,1-2 Year,No,2630.0,26.0,198,0
2465051,Female,21,1,15.0,0,< 1 Year,Yes,47101.0,152.0,281,0
218431,Male,39,1,4.0,1,1-2 Year,No,2630.0,124.0,282,0
11073935,Male,22,1,25.0,1,< 1 Year,No,21890.0,152.0,112,0
3274604,Male,57,1,28.0,1,1-2 Year,No,38614.0,124.0,112,0
5236535,Female,43,1,20.0,0,1-2 Year,Yes,2630.0,133.0,293,0
5916080,Female,25,1,28.0,0,< 1 Year,Yes,73625.0,152.0,146,1
1780260,Female,54,1,28.0,0,> 2 Years,Yes,35665.0,124.0,108,0
6084588,Female,74,1,18.0,0,1-2 Year,Yes,37603.0,26.0,249,0
11387120,Male,45,1,28.0,1,1-2 Year,No,44273.0,124.0,125,0
5969194,Male,37,1,39.0,0,1-2 Year,Yes,36054.0,26.0,147,0
8659630,Female,77,1,15.0,1,1-2 Year,No,57942.0,14.0,109,0
5061245,Female,60,1,28.0,0,1-2 Year,Yes,42549.0,124.0,157,0
8397234,Female,22,1,8.0,1,< 1 Year,No,30034.0,152.0,245,0
10195050,Female,21,1,46.0,1,< 1 Year,No,26758.0,152.0,298,0
10528736,Male,37,1,28.0,0,1-2 Year,No,45172.0,122.0,226,0
6418262,Female,21,1,2.0,1,< 1 Year,No,32397.0,152.0,227,0
3564969,Male,20,1,22.0,0,< 1 Year,Yes,25153.0,160.0,210,0
4658598,Female,37,1,28.0,0,1-2 Year,Yes,39548.0,31.0,149,0
2800511,Female,23,1,35.0,1,< 1 Year,No,25234.0,152.0,281,0
4683260,Male,47,1,43.0,0,1-2 Year,Yes,20270.0,26.0,144,1
8808090,Male,39,1,48.0,1,1-2 Year,No,2630.0,122.0,59,0
3667691,Male,24,1,47.0,0,< 1 Year,Yes,34239.0,151.0,65,1
7859863,Male,43,1,1.0,0,1-2 Year,Yes,2630.0,26.0,27,0
10302968,Female,43,1,28.0,0,1-2 Year,Yes,24224.0,154.0,42,1
8250297,Male,42,1,41.0,1,1-2 Year,No,32511.0,124.0,221,0
1183368,Male,46,1,28.0,0,1-2 Year,Yes,42464.0,26.0,273,0
9436560,Female,22,1,30.0,1,< 1 Year,No,24888.0,152.0,64,0
2028481,Female,21,1,8.0,0,< 1 Year,Yes,54292.0,160.0,36,0
3326042,Female,57,1,28.0,1,1-2 Year,Yes,32268.0,26.0,144,0
6255653,Male,23,1,14.0,1,< 1 Year,No,29980.0,152.0,143,0
4322100,Male,41,1,28.0,0,1-2 Year,Yes,34335.0,124.0,176,1
6985586,Male,26,1,15.0,1,< 1 Year,No,31660.0,152.0,156,0
9904577,Female,50,1,30.0,1,1-2 Year,No,2630.0,152.0,225,0
5815435,Female,50,1,41.0,0,1-2 Year,Yes,29582.0,124.0,21,1
8541178,Male,25,1,34.0,0,< 1 Year,No,30247.0,152.0,248,0
8644027,Female,75,1,15.0,0,1-2 Year,No,33553.0,124.0,42,0
11135098,Female,42,1,8.0,1,1-2 Year,No,38518.0,124.0,258,0
6253625,Female,21,1,46.0,1,< 1 Year,No,24138.0,152.0,274,0
8869673,Male,24,1,15.0,0,< 1 Year,No,2630.0,160.0,117,0
8595258,Female,50,1,28.0,0,1-2 Year,Yes,54289.0,26.0,58,0
5053496,Female,21,1,46.0,1,< 1 Year,No,33541.0,160.0,18,0
8029198,Male,29,1,28.0,1,< 1 Year,No,51517.0,152.0,221,0
5615384,Male,51,1,8.0,0,1-2 Year,Yes,36911.0,19.0,283,0
10975423,Female,24,1,41.0,1,< 1 Year,Yes,27372.0,152.0,65,0
